장면명,REF 코드,TH 색인,관찰 좌표,등록 시각,마지막 검토,연결 장면,원문 위치,원문 확보,인물,작품명,장면 ID,장면 역할,장면 조건,집필 지시문 없음,집필용 준비,표면 모방 위험,화수
159화 · 정식 파티 분배 협상에서 생활 책임·현재 등급·마법 특수 노동을 직접 가격화하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,"아브만은 가정 책임과 현재 전력을, 레이븐은 정수 보존·부산물 획득 능력을 근거로 몫을 요구한다. 아이나르의 친밀감과 분배권은 별도 문제로 다뤄진다.",2026년 8월 5일 오전 10:12,2026년 8월 5일,159화 30% 요구 조정 / 159화 최종 비율 확정,"76,675~76,717행",Yes,"비요른 얀델, 아루아 레이븐, 아브만 우리크프리트, 미샤 칼스타인, 아이나르",게임 속 바바리안으로 살아남기,SCENE-223,"선행, 핵심",처음 정식 파티를 만들며 전투력·생활 책임·희소 노동의 가치가 서로 다름,Yes,대비 포함 준비,중간,159화
312화 · 다른 클랜이 세 등급별 고정 몫과 쟁탈전으로 분배권을 결정하는 대비 장면,REF-46,https://app.notion.com/p/3b2baa79eaae81959914c903d52e51e2,펠릭 바커의 클랜은 구성원을 세 등급으로 나누고 원정 몫을 고정한다. 비율 변화는 협상이나 성장 평가보다 내부 쟁탈전으로 등급을 빼앗아 증명해야 가능하다.,2026년 8월 5일 오전 10:12,2026년 8월 5일,312화 유산 균등 / 313화 몰이꾼 무배당,"154,481~154,525행",Yes,"비요른 얀델, 아멜리아 레인웨일즈, 펠릭 바커와 클랜원들",게임 속 바바리안으로 살아남기,SCENE-229,대비,조직이 개인 역할 변화보다 내부 등급과 승급 경쟁으로 원정 몫을 배분함,Yes,대비 포함 준비,높음,312화
202화 · 개인이 가져갈 장비를 시세보다 낮은 내부 가격으로 공동체에 매입하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,각 구성원은 개인 사용 장비를 평균 시세의 일정 비율로 공동체에서 매입하고 자기 기존 몫만큼은 가격에서 제외한다.,2026년 8월 5일 오전 10:19,2026년 8월 5일,202화 용도별 정산 / 202화 희귀 자산 매입 채무,"99,613~99,631행",Yes,"아루아 레이븐, 미샤 칼스타인, 아이나르, 아브만 우리크프리트, 비요른 얀델",게임 속 바바리안으로 살아남기,SCENE-235,핵심,공동 획득 장비를 특정 구성원이 독점적으로 사용하려 함,Yes,대비 포함 준비,중간,202화
167화 · 양측 마법사가 관례·위원회 판단·평판 비용을 비교해 외부 소유권 분쟁을 정리하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,관례 위반이 곧 법적 패배는 아니지만 위원회 분쟁과 업계 평판 비용이 크다는 논리로 상대 팀의 포기를 끌어낸다.,2026년 8월 5일 오전 10:19,2026년 8월 5일,167화 무력 충돌 직전 / 167화 내부 판매 결정,"80,769~80,857행",Yes,"아루아 레이븐, 에프레인 벨로, 비요른 얀델, 멜타슨 넬보",게임 속 바바리안으로 살아남기,SCENE-232,핵심,외부 소유권 관례와 법적 강제 가능성이 어긋나며 무력 충돌 비용이 큼,Yes,대비 포함 준비,높음,167화
447화 · 노출 위험이 큰 상위 장비를 재가공 소재로 바꾸고 최종 제작 대상은 공동 판단으로 남기는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,왕가 추적 위험 때문에 장비를 그대로 팔지 않고 재가공한다. 처분 실무는 리더가 맡지만 희귀 소재로 무엇을 만들지는 구성원 모두가 납득할 이유를 요구한다.,2026년 8월 5일 오전 10:19,2026년 8월 5일,447화 군자금 위임 / 447화 개인 욕망 보류,"220,843~220,857행",Yes,"비요른 얀델, 멜란드 카이슬란, 원정대 생존자들",게임 속 바바리안으로 살아남기,SCENE-240,핵심,전리품을 그대로 처분하면 추적 위험이 있지만 소재 가치는 높음,Yes,대비 포함 준비,높음,447화
202화 · 미래 공략에 필요한 장비를 개인 물품에서 제외해 팀 공용으로 지정하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,"리더는 개인 매입 비용을 피하려는 의심을 받지만, 특정 적과의 후속 공략 용도를 제시해 장비를 팀 공용으로 남긴다.",2026년 8월 5일 오전 10:19,2026년 8월 5일,202화 개인 매입 / 447화 군자금·공용 소재,"99,639~99,653행",Yes,"비요른 얀델, 아루아 레이븐, 파티원들",게임 속 바바리안으로 살아남기,SCENE-236,"대비, 핵심",장비가 개인에게 유용하지만 미래 공동 공략에서 더 큰 가치가 있음,Yes,대비 포함 준비,중간,202화
447화 · 처분권 집중에 아무도 이의를 제기하지 않아 신뢰와 감시 부재 위험이 동시에 드러나는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,대원들은 전리품과 사용 권한을 한 사람에게 맡기면서도 정기 보고·감시·거부 절차를 요구하지 않는다. 지휘자는 그 신뢰를 기뻐하면서도 위험을 인식한다.,2026년 8월 5일 오전 10:19,2026년 8월 5일,447화 군자금 위임 / 미확인 감시·거부 절차,"220,835~220,841행",Yes,"비요른 얀델, 원정대 생존자들",게임 속 바바리안으로 살아남기,SCENE-239,"대비, 미해결",조직이 처분권을 한 리더에게 집중하지만 통제 절차가 확인되지 않음,Yes,대비 포함 준비,낮음,447화
202화 · 최종 정산 서류에서 균등 현금·특수 노동 가산·공용 소모품을 서로 다른 항목으로 분리하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,"마석·전투 소득은 균등 현금화하고, 마법으로 보존한 약초는 특수 노동 가산을 적용하며, 포션은 판매하지 않고 공용으로 남긴다.",2026년 8월 5일 오전 10:19,2026년 8월 5일,202화 개인 장비 내부 매입 / 202화 팀 공용 장비 지정,"99,565~99,601행",Yes,"아루아 레이븐, 비요른 얀델, 미샤 칼스타인, 아이나르, 아브만 우리크프리트",게임 속 바바리안으로 살아남기,SCENE-234,핵심,공동 획득물마다 현금화 가능성·특수 노동·미래 사용 가치가 다름,Yes,대비 포함 준비,중간,202화
447화 · 원정 전리품 대부분을 지휘자에게 양도해 천천히 처분하고 군자금으로 전환하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,"원정대는 회수 장비의 처분 실무와 사용 권한을 지휘자에게 맡기고, 위험을 피하며 천천히 판매해 조직 군자금으로 전환하기로 한다.",2026년 8월 5일 오전 10:19,2026년 8월 5일,447화 권한 집중 위험 / 447화 희귀 소재 공동 결정,"220,825~220,841행",Yes,"비요른 얀델, 멜란드 카이슬란, 원정대 생존자들",게임 속 바바리안으로 살아남기,SCENE-238,핵심,대량 전리품을 즉시 판매하면 추적 위험이 있고 조직 운영 자금이 필요함,Yes,대비 포함 준비,중간,447화
447화 · 리더가 개인적으로 원하는 제작물을 보류하고 모두가 납득할 이유를 요구하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,"리더는 자신에게 유용한 제작물을 떠올리지만 공금은 집단을 위해 써야 한다고 판정하고, 희망자는 공동체가 납득할 사용 이유를 제시해야 한다고 규칙을 둔다.",2026년 8월 5일 오전 10:19,2026년 8월 5일,447화 재가공 소재 / 후속 공동 제작 결정,"220,853~220,859행",Yes,"비요른 얀델, 원정대 생존자들",게임 속 바바리안으로 살아남기,SCENE-241,후속,리더가 공용 소재의 처분권을 갖고 개인적으로도 원하는 제작물이 있음,Yes,대비 포함 준비,중간,447화
167화 · 희귀 정수 출현 뒤 마지막 타격과 선행 사냥을 두고 양 팀이 무력 충돌 직전까지 소유권을 주장하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,"상대 팀은 마지막 타격을, 비요른 팀은 선행 사냥 관례를 근거로 정수 소유권을 주장한다. 법적 강제 전 단계에서 무력·평판 비용이 먼저 올라간다.",2026년 8월 5일 오전 10:19,2026년 8월 5일,167화 관례·위원회 협상 / 167화 내부 처분 논의,"80,557~80,729행",Yes,"비요른 얀델, 멜타슨 넬보, 아루아 레이븐, 에프레인 벨로, 양 팀 탐험가들",게임 속 바바리안으로 살아남기,SCENE-231,"선행, 핵심",두 팀이 같은 몬스터 전투에 관여했고 희귀 보상의 소유권 관례가 법처럼 확정적이지 않음,Yes,대비 포함 준비,높음,167화
167화 · 외부 소유권 확정 뒤 판매와 팀원 사용을 논의하고 개인 사용 시 공동체 보상 규칙을 확인하는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,정수 소유권이 팀에 남은 뒤 리더가 독단 흡수하지 않고 판매를 선택한다. 팀원이 사용할 경우 판매가 일부를 공동체에 지급하는 내부 매입 관례가 설명된다.,2026년 8월 5일 오전 10:19,2026년 8월 5일,167화 외부 분쟁 해결 / 202화 개인 장비 내부 매입,"80,885~80,915행",Yes,"비요른 얀델, 아루아 레이븐, 아이나르, 미샤 칼스타인, 아브만 우리크프리트",게임 속 바바리안으로 살아남기,SCENE-233,"핵심, 후속",공동체 소유는 확정됐지만 판매·개인 사용 중 어느 쪽이 유리한지 정해야 함,Yes,대비 포함 준비,중간,167화
202화 · 희귀 정수·장비를 내부 매입한 리더가 공동체 비용을 지급하고 동료 신용대출로 부족분을 메우는 장면,REF-46,https://app.notion.com/p/3b2baa79eaae8185ba74ff7f2d4b7850,리더도 개인 사용 자산을 무료로 가져가지 않는다. 자기 몫을 제외한 비용을 공동체에 지급하고 부족한 금액은 동료에게 빌린다.,2026년 8월 5일 오전 10:19,2026년 8월 5일,202화 개인 장비 매입 / TH-16 내부 매입 채무,"99,657~99,729행",Yes,"비요른 얀델, 아루아 레이븐, 아이나르, 미샤 칼스타인",게임 속 바바리안으로 살아남기,SCENE-237,"대비, 실패",리더가 고가 공동 자산을 개인화하려 하지만 현금이 부족함,Yes,대비 포함 준비,중간,202화
검토 대기 · 20260805 배치 · 원천 장면 인입 색인,REF-01 · REF-02 · REF-03,,REF-01 347건 · REF-02 284건 · REF-03 25건,2026년 8월 6일 오전 12:25,,02-B TH 후보 13개 작업 묶음과 대조,packets source_material / 134개 공통 job_id,No,실제 인물명은 개별 원천 장면에서만 유지,,SCENE-242,"대비, 미해결, 선행, 실패, 오해, 이탈, 핵심, 후속",개별 원문 대조와 제목·위치·인물 확인 후에만 분리 등록,Yes,검토 필요,높음,배치 전체
120화 · 허영진화초를 채취하지 않고 은닉·경비·이식 조건을 만드는 장면,REF-01,https://app.notion.com/p/3b3baa79eaae810d8a6bdcf8732d2fe3,관찰 가치 확인→자원량 계산→채취 보류→은닉 진법→무극 경비→한 달 수련→회수 준비.,2026년 8월 6일 오전 1:41,2026년 8월 6일,TH-REF01-RES-02,REF-01-20260805-201623-6ddc6c · block 252 · source lines 47211-47381 / REF-01-20260805-201623-6ddc6c · block 253 · source lines 47383-47583,Yes,"진소명, 려정, 무극",선협에서 상태창 개발하기,SCENE-243,"핵심, 후속","살아 있는 희귀 영물이 즉시 채취보다 장기 관찰 가치가 높고, 현재는 안전한 이식 자원이 부족한 상황.",Yes,핵심 범위 준비,높음,120화
123~124화 · 저물대의 물리적 이동으로 포위 집단의 목표를 갈라놓는 장면,REF-01,https://app.notion.com/p/3b3baa79eaae817e9c4fc1e2aff95e59,조롱→시선 침묵→원영 영물 발화→옥갑 제시→분배 불가능성 질문→저물대 투척→방사천에게 시선 집중→기습.,2026년 8월 6일 오전 1:41,2026년 8월 6일,TH-REF01-EVT-02,REF-01-20260805-201623-6ddc6c · block 259 · source lines 48443-48603 / REF-01-20260805-201623-6ddc6c · block 260 · source lines 48605-48791,Yes,"진소명, 려정, 방사천, 금단 수사 집단",선협에서 상태창 개발하기,SCENE-244,"대비, 핵심",백 명 이상의 금단 수사가 진소명의 보물과 원영 영물을 노리고 공동 포위했지만 분배 규칙과 상호 신뢰는 없는 상황.,Yes,대비 포함 준비,높음,123~124화
131~132화 · 사혼광야 이동을 검술 관찰과 일도광천 수련 기준으로 바꾸는 장면,REF-01,https://app.notion.com/p/3b3baa79eaae81a28921f0323072e367,장거리 이동→검흔 발견→석판 결합 실패→반나절 관찰→뇌각명찰파법안→일도광천 체험→원천 붕괴→귀환 후 반복 수련.,2026년 8월 6일 오전 1:41,2026년 8월 6일,TH-REF01-ENG-03 · TH-REF01-ENG-04 선행 장면,REF-01-20260805-201910-8e98d7 · block 275 · source lines 51201-51367 / REF-01-20260805-201910-8e98d7 · block 276 · source lines 51369-51553 / REF-01-20260805-201910-8e98d7 · block 277 · source lines 51555-51727 / REF-01-20260805-201910-8e98d7 · block 278 · source lines 51729-51901,Yes,"진소명, 이름 미확인 화신기 검수의 환영",선협에서 상태창 개발하기,SCENE-246,"선행, 핵심, 후속","석판의 비밀을 풀지 못한 진소명이 장거리 이동 중 검흔과 석판을 대조하고, 더 높은 관찰 능력으로 초월적 검술을 체험하는 상황.",Yes,핵심 범위 준비,높음,131~132화
130~131화 · 백광일의 첫 노동 실패를 폐기 대신 생산 분업의 시작으로 처리하는 장면,REF-01,https://app.notion.com/p/3b3baa79eaae81e69635f7628729abd4,독립성 확인→광산 업무 부여→한 번의 곡괭이질 뒤 기절→폐기하지 않고 회복·반복 수련→채굴 성장 확인.,2026년 8월 6일 오전 1:41,2026년 8월 6일,TH-REF01-ENG-02,REF-01-20260805-201910-8e98d7 · block 274 · source lines 51011-51199 / REF-01-20260805-201910-8e98d7 · block 275 · source lines 51201-51367,Yes,"진소명, 백광일",선협에서 상태창 개발하기,SCENE-245,"실패, 핵심, 후속","분혼으로 만든 첫 독립 분신이 본체와 같은 외형을 가졌지만 감정과 법력, 노동 성능이 검증되지 않은 상황.",Yes,대비 포함 준비,높음,130~131화
249~250화 · 연허기 수사의 일격을 되돌리기에서 궤도 이탈로 낮추고 기술 감각을 복원하는 장면,REF-01,https://app.notion.com/p/3b3baa79eaae8107801cd78ac4ef8dbf,과거 감각 회상→정면 재현 실패→목표 축소→궤도 이탈 성공→연속 공방 속 기술 감각 복원.,2026년 8월 6일 오전 1:48,2026년 8월 6일,TH-REF01-ENG-04,REF-01-20260805-205009-b59641 · block 519 · source lines 91939-92137 / block 520 · source lines 92139-92323,Yes,"진소명, 수라족 추격자들",선협에서 상태창 개발하기,SCENE-248,"실패, 핵심, 후속","일도광천의 과거 감각은 흐릿하고, 연허기 수사의 공격을 그대로 반사하는 목표는 현재 기량으로 달성하기 어려운 상황.",Yes,대비 포함 준비,높음,249~250화
249화 · 패갑귀를 화나게 해 수라족 추격대와 충돌시키고 괴뢰로 반복 변형하는 장면,REF-01,https://app.notion.com/p/3b3baa79eaae81dcae0cd65a085bd547,괴뢰 준비→패갑귀 자극→추격대와 충돌 유도→본체 이탈→같은 구조를 괴뢰·분신으로 반복 변형.,2026년 8월 6일 오전 1:48,2026년 8월 6일,TH-REF01-EVT-03,REF-01-20260805-205009-b59641 · block 516 · source lines 91395-91565 / REF-01-20260805-205009-b59641 · block 517 · source lines 91567-91769,Yes,"진소명, 패갑귀, 수라족 추격대",선협에서 상태창 개발하기,SCENE-247,"실패, 핵심, 후속","연허기 수라족 추격대와 정면전으로는 이길 수 없고, 환경 생물과 괴뢰·분신을 미끼로 사용할 수 있는 상황.",Yes,대비 포함 준비,높음,249화
